            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2453474.500000000, A.D. 2005-Apr-14 00:00:00.0000,  1.147190879348446E+08,  8.251775939062606E+08, -6.693096020383799E+07,
2453479.500000000, A.D. 2005-Apr-19 00:00:00.0000,  1.117556513733437E+08,  8.261180307346345E+08, -6.574087493116897E+07,
2453484.500000000, A.D. 2005-Apr-24 00:00:00.0000,  1.087874888117916E+08,  8.270234558217783E+08, -6.454800269186771E+07,
2453489.500000000, A.D. 2005-Apr-29 00:00:00.0000,  1.058147327608344E+08,  8.278938821838728E+08, -6.335239806157318E+07,
2453494.500000000, A.D. 2005-May-04 00:00:00.0000,  1.028375151863192E+08,  8.287293215188874E+08, -6.215411536108533E+07,
2453499.500000000, A.D. 2005-May-09 00:00:00.0000,  9.985596753647435E+07,  8.295297842085204E+08, -6.095320866753253E+07,
2453504.500000000, A.D. 2005-May-14 00:00:00.0000,  9.687022076887161E+07,  8.302952793198874E+08, -5.974973182543236E+07,
2453509.500000000, A.D. 2005-May-19 00:00:00.0000,  9.388040537717783E+07,  8.310258146069521E+08, -5.854373845765087E+07,
2453514.500000000, A.D. 2005-May-24 00:00:00.0000,  9.088665141770092E+07,  8.317213965116912E+08, -5.733528197626626E+07,
2453519.500000000, A.D. 2005-May-29 00:00:00.0000,  8.788908853573029E+07,  8.323820301649967E+08, -5.612441559334028E+07,
2453524.500000000, A.D. 2005-Jun-03 00:00:00.0000,  8.488784599167910E+07,  8.330077193873255E+08, -5.491119233160669E+07,
2453529.500000000, A.D. 2005-Jun-08 00:00:00.0000,  8.188305268705133E+07,  8.335984666891207E+08, -5.369566503508568E+07,
2453534.500000000, A.D. 2005-Jun-13 00:00:00.0000,  7.887483719024818E+07,  8.341542732709811E+08, -5.247788637962833E+07,
2453539.500000000, A.D. 2005-Jun-18 00:00:00.0000,  7.586332776222253E+07,  8.346751390235626E+08, -5.125790888339201E+07,
2453544.500000000, A.D. 2005-Jun-23 00:00:00.0000,  7.284865238196613E+07,  8.351610625272317E+08, -5.003578491725242E+07,
2453549.500000000, A.D. 2005-Jun-28 00:00:00.0000,  6.983093877184585E+07,  8.356120410515087E+08, -4.881156671516344E+07,
2453554.500000000, A.D. 2005-Jul-03 00:00:00.0000,  6.681031442282747E+07,  8.360280705543187E+08, -4.758530638447398E+07,
2453559.500000000, A.D. 2005-Jul-08 00:00:00.0000,  6.378690661961369E+07,  8.364091456810486E+08, -4.635705591620871E+07,
2453564.500000000, A.D. 2005-Jul-13 00:00:00.0000,  6.076084246571450E+07,  8.367552597633886E+08, -4.512686719531459E+07,
2453569.500000000, A.D. 2005-Jul-18 00:00:00.0000,  5.773224890846315E+07,  8.370664048179547E+08, -4.389479201087785E+07,
2453574.500000000, A.D. 2005-Jul-23 00:00:00.0000,  5.470125276399078E+07,  8.373425715446874E+08, -4.266088206631655E+07,
2453579.500000000, A.D. 2005-Jul-28 00:00:00.0000,  5.166798074217182E+07,  8.375837493250195E+08, -4.142518898955184E+07,
2453584.500000000, A.D. 2005-Aug-02 00:00:00.0000,  4.863255947155215E+07,  8.377899262198087E+08, -4.018776434316432E+07,
2453589.500000000, A.D. 2005-Aug-07 00:00:00.0000,  4.559511552427167E+07,  8.379610889670283E+08, -3.894865963453799E+07,
2453594.500000000, A.D. 2005-Aug-12 00:00:00.0000,  4.255577544099194E+07,  8.380972229792185E+08, -3.770792632599968E+07,
2453599.500000000, A.D. 2005-Aug-17 00:00:00.0000,  3.951466575583881E+07,  8.381983123406832E+08, -3.646561584495515E+07,
2453604.500000000, A.D. 2005-Aug-22 00:00:00.0000,  3.647191302136908E+07,  8.382643398044450E+08, -3.522177959402966E+07,
2453609.500000000, A.D. 2005-Aug-27 00:00:00.0000,  3.342764383356798E+07,  8.382952867889509E+08, -3.397646896121740E+07,
2453614.500000000, A.D. 2005-Sep-01 00:00:00.0000,  3.038198485689870E+07,  8.382911333745503E+08, -3.272973533004737E+07,
2453619.500000000, A.D. 2005-Sep-06 00:00:00.0000,  2.733506284942763E+07,  8.382518582997395E+08, -3.148163008977336E+07,
2453624.500000000, A.D. 2005-Sep-11 00:00:00.0000,  2.428700468804738E+07,  8.381774389571432E+08, -3.023220464558905E+07,
2453629.500000000, A.D. 2005-Sep-16 00:00:00.0000,  2.123793739379543E+07,  8.380678513891963E+08, -2.898151042886990E+07,
2453634.500000000, A.D. 2005-Sep-21 00:00:00.0000,  1.818798815724989E+07,  8.379230702835528E+08, -2.772959890744627E+07,
2453639.500000000, A.D. 2005-Sep-26 00:00:00.0000,  1.513728436402231E+07,  8.377430689682456E+08, -2.647652159591848E+07,
2453644.500000000, A.D. 2005-Oct-01 00:00:00.0000,  1.208595362037453E+07,  8.375278194066064E+08, -2.522233006601906E+07,
2453649.500000000, A.D. 2005-Oct-06 00:00:00.0000,  9.034123778979328E+06,  8.372772921919316E+08, -2.396707595703071E+07,
2453654.500000000, A.D. 2005-Oct-11 00:00:00.0000,  5.981922964836708E+06,  8.369914565418888E+08, -2.271081098626149E+07,
2453659.500000000, A.D. 2005-Oct-16 00:00:00.0000,  2.929479601356911E+06,  8.366702802926588E+08, -2.145358695958340E+07,
2453664.500000000, A.D. 2005-Oct-21 00:00:00.0000, -1.230775633783079E+05,  8.363137298928076E+08, -2.019545578203952E+07,
2453669.500000000, A.D. 2005-Oct-26 00:00:00.0000, -3.175619430163594E+06,  8.359217703968971E+08, -1.893646946852756E+07,
2453674.500000000, A.D. 2005-Oct-31 00:00:00.0000, -6.228016522013685E+06,  8.354943654588270E+08, -1.767668015456164E+07,
2453679.500000000, A.D. 2005-Nov-05 00:00:00.0000, -9.280138957288874E+06,  8.350314773249121E+08, -1.641614010712099E+07,
2453684.500000000, A.D. 2005-Nov-10 00:00:00.0000, -1.233185642258810E+07,  8.345330668266945E+08, -1.515490173559242E+07,
2453689.500000000, A.D. 2005-Nov-15 00:00:00.0000, -1.538303814539520E+07,  8.339990933734910E+08, -1.389301760280806E+07,
2453694.500000000, A.D. 2005-Nov-20 00:00:00.0000, -1.843355286646557E+07,  8.334295149446825E+08, -1.263054043618995E+07,
2453699.500000000, A.D. 2005-Nov-25 00:00:00.0000, -2.148326881193643E+07,  8.328242880817524E+08, -1.136752313900393E+07,
2453704.500000000, A.D. 2005-Nov-30 00:00:00.0000, -2.453205366513072E+07,  8.321833678800920E+08, -1.010401880173415E+07,
2453709.500000000, A.D. 2005-Dec-05 00:00:00.0000, -2.757977453801823E+07,  8.315067079805630E+08, -8.840080713583171E+06,
2453714.500000000, A.D. 2005-Dec-10 00:00:00.0000, -3.062629794230009E+07,  8.307942605607719E+08, -7.575762374105692E+06,
2453719.500000000, A.D. 2005-Dec-15 00:00:00.0000, -3.367148976012025E+07,  8.300459763260288E+08, -6.311117504972756E+06,
2453724.500000000, A.D. 2005-Dec-20 00:00:00.0000, -3.671521521440147E+07,  8.292618045000035E+08, -5.046200061880708E+06,
2453729.500000000, A.D. 2005-Dec-25 00:00:00.0000, -3.975733883877375E+07,  8.284416928150929E+08, -3.781064246609509E+06,
2453734.500000000, A.D. 2005-Dec-30 00:00:00.0000, -4.279772444706335E+07,  8.275855875024786E+08, -2.515764519243658E+06,
2453739.500000000, A.D. 2006-Jan-04 00:00:00.0000, -4.583623510232303E+07,  8.266934332818439E+08, -1.250355610557079E+06,
2453744.500000000, A.D. 2006-Jan-09 00:00:00.0000, -4.887273308539432E+07,  8.257651733507303E+08,  1.510746542537212E+04,
2453749.500000000, A.D. 2006-Jan-14 00:00:00.0000, -5.190707986299690E+07,  8.248007493735150E+08,  1.280569398687601E+06,
2453754.500000000, A.D. 2006-Jan-19 00:00:00.0000, -5.493913605534053E+07,  8.238001014700087E+08,  2.545974570289552E+06,
2453759.500000000, A.D. 2006-Jan-24 00:00:00.0000, -5.796876140325315E+07,  8.227631682036729E+08,  3.811267039240003E+06,
2453764.500000000, A.D. 2006-Jan-29 00:00:00.0000, -6.099581473481333E+07,  8.216898865694704E+08,  5.076390529159904E+06,
2453769.500000000, A.D. 2006-Feb-03 00:00:00.0000, -6.402015393147183E+07,  8.205801919813575E+08,  6.341288414732337E+06,
2453774.500000000, A.D. 2006-Feb-08 00:00:00.0000, -6.704163589363903E+07,  8.194340182594287E+08,  7.605903707927942E+06,
2453779.500000000, A.D. 2006-Feb-13 00:00:00.0000, -7.006011650571485E+07,  8.182512976167281E+08,  8.870179043994248E+06,
2453784.500000000, A.D. 2006-Feb-18 00:00:00.0000, -7.307545060053656E+07,  8.170319606457303E+08,  1.013405666720647E+07,
2453789.500000000, A.D. 2006-Feb-23 00:00:00.0000, -7.608749192321141E+07,  8.157759363045137E+08,  1.139747841636014E+07,
2453794.500000000, A.D. 2006-Feb-28 00:00:00.0000, -7.909609309429464E+07,  8.144831519026303E+08,  1.266038571000224E+07,
2453799.500000000, A.D. 2006-Mar-05 00:00:00.0000, -8.210110557225665E+07,  8.131535330866587E+08,  1.392271953138578E+07,
2453804.500000000, A.D. 2006-Mar-10 00:00:00.0000, -8.510237961520548E+07,  8.117870038253781E+08,  1.518442041313857E+07,
2453809.500000000, A.D. 2006-Mar-15 00:00:00.0000, -8.809976424187131E+07,  8.103834863945509E+08,  1.644542842164135E+07,
2453814.500000000, A.D. 2006-Mar-20 00:00:00.0000, -9.109310719183324E+07,  8.089429013613399E+08,  1.770568314109993E+07,
2453819.500000000, A.D. 2006-Mar-25 00:00:00.0000, -9.408225488494812E+07,  8.074651675683678E+08,  1.896512365730000E+07,
2453824.500000000, A.D. 2006-Mar-30 00:00:00.0000, -9.706705237993729E+07,  8.059502021174099E+08,  2.022368854103124E+07,
2453829.500000000, A.D. 2006-Apr-04 00:00:00.0000, -1.000473433320980E+08,  8.043979203526955E+08,  2.148131583116782E+07,
2453834.500000000, A.D. 2006-Apr-09 00:00:00.0000, -1.030229699501079E+08,  8.028082358438072E+08,  2.273794301739502E+07,
2453839.500000000, A.D. 2006-Apr-14 00:00:00.0000, -1.059937729518926E+08,  8.011810603681653E+08,  2.399350702256423E+07,
2453844.500000000, A.D. 2006-Apr-19 00:00:00.0000, -1.089595915195224E+08,  7.995163038930848E+08,  2.524794418466794E+07,
2453849.500000000, A.D. 2006-Apr-24 00:00:00.0000, -1.119202632531074E+08,  7.978138745574005E+08,  2.650119023841584E+07,
2453854.500000000, A.D. 2006-Apr-29 00:00:00.0000, -1.148756241236524E+08,  7.960736786526479E+08,  2.775318029639977E+07,
2453859.500000000, A.D. 2006-May-04 00:00:00.0000, -1.178255084248373E+08,  7.942956206037930E+08,  2.900384882983196E+07,
2453864.500000000, A.D. 2006-May-09 00:00:00.0000, -1.207697487236858E+08,  7.924796029494998E+08,  3.025312964883786E+07,
2453869.500000000, A.D. 2006-May-14 00:00:00.0000, -1.237081758100872E+08,  7.906255263219310E+08,  3.150095588229269E+07,
2453874.500000000, A.D. 2006-May-19 00:00:00.0000, -1.266406186451365E+08,  7.887332894260806E+08,  3.274725995717871E+07,
2453879.500000000, A.D. 2006-May-24 00:00:00.0000, -1.295669043082511E+08,  7.868027890186512E+08,  3.399197357745022E+07,
2453884.500000000, A.D. 2006-May-29 00:00:00.0000, -1.324868579430044E+08,  7.848339198864800E+08,  3.523502770238477E+07,
2453889.500000000, A.D. 2006-Jun-03 00:00:00.0000, -1.354003027016006E+08,  7.828265748244848E+08,  3.647635252439857E+07,
2453894.500000000, A.D. 2006-Jun-08 00:00:00.0000, -1.383070596879596E+08,  7.807806446130726E+08,  3.771587744631112E+07,
2453899.500000000, A.D. 2006-Jun-13 00:00:00.0000, -1.412069478993927E+08,  7.786960179950061E+08,  3.895353105803692E+07,
2453904.500000000, A.D. 2006-Jun-18 00:00:00.0000, -1.440997841668301E+08,  7.765725816517705E+08,  4.018924111268568E+07,
2453909.500000000, A.D. 2006-Jun-23 00:00:00.0000, -1.469853830935321E+08,  7.744102201794488E+08,  4.142293450204748E+07,
2453914.500000000, A.D. 2006-Jun-28 00:00:00.0000, -1.498635569922177E+08,  7.722088160640929E+08,  4.265453723144054E+07,
2453919.500000000, A.D. 2006-Jul-03 00:00:00.0000, -1.527341158205519E+08,  7.699682496565791E+08,  4.388397439389622E+07,
2453924.500000000, A.D. 2006-Jul-08 00:00:00.0000, -1.555968671149306E+08,  7.676883991469414E+08,  4.511117014365834E+07,
2453929.500000000, A.D. 2006-Jul-13 00:00:00.0000, -1.584516159225025E+08,  7.653691405381755E+08,  4.633604766897064E+07,
2453934.500000000, A.D. 2006-Jul-18 00:00:00.0000, -1.612981647313619E+08,  7.630103476195112E+08,  4.755852916412795E+07,
2453939.500000000, A.D. 2006-Jul-23 00:00:00.0000, -1.641363133988411E+08,  7.606118919391513E+08,  4.877853580076110E+07,
2453944.500000000, A.D. 2006-Jul-28 00:00:00.0000, -1.669658590778269E+08,  7.581736427764716E+08,  4.999598769832885E+07,
2453949.500000000, A.D. 2006-Aug-02 00:00:00.0000, -1.697865961410188E+08,  7.556954671136744E+08,  5.121080389378521E+07,
2453954.500000000, A.D. 2006-Aug-07 00:00:00.0000, -1.725983161030458E+08,  7.531772296068810E+08,  5.242290231039175E+07,
2453959.500000000, A.D. 2006-Aug-12 00:00:00.0000, -1.754008075403558E+08,  7.506187925566543E+08,  5.363219972563890E+07,
2453964.500000000, A.D. 2006-Aug-17 00:00:00.0000, -1.781938560087962E+08,  7.480200158779342E+08,  5.483861173824468E+07,
2453969.500000000, A.D. 2006-Aug-22 00:00:00.0000, -1.809772439587922E+08,  7.453807570693938E+08,  5.604205273419106E+07,
2453974.500000000, A.D. 2006-Aug-27 00:00:00.0000, -1.837507506480076E+08,  7.427008711821992E+08,  5.724243585175869E+07,
2453979.500000000, A.D. 2006-Sep-01 00:00:00.0000, -1.865141520513724E+08,  7.399802107881020E+08,  5.843967294551748E+07,
2453984.500000000, A.D. 2006-Sep-06 00:00:00.0000, -1.892672207684167E+08,  7.372186259468089E+08,  5.963367454922906E+07,
2453989.500000000, A.D. 2006-Sep-11 00:00:00.0000, -1.920097259278583E+08,  7.344159641726401E+08,  6.082434983762568E+07,
2453994.500000000, A.D. 2006-Sep-16 00:00:00.0000, -1.947414330893583E+08,  7.315720704005275E+08,  6.201160658702374E+07,
2453999.500000000, A.D. 2006-Sep-21 00:00:00.0000, -1.974621041423242E+08,  7.286867869513693E+08,  6.319535113472775E+07,
2454004.500000000, A.D. 2006-Sep-26 00:00:00.0000, -2.001714972016380E+08,  7.257599534967518E+08,  6.437548833717704E+07,
2454009.500000000, A.D. 2006-Oct-01 00:00:00.0000, -2.028693665001834E+08,  7.227914070230390E+08,  6.555192152678812E+07,
2454014.500000000, A.D. 2006-Oct-06 00:00:00.0000, -2.055554622780412E+08,  7.197809817948365E+08,  6.672455246743968E+07,
2454019.500000000, A.D. 2006-Oct-11 00:00:00.0000, -2.082295306682128E+08,  7.167285093178322E+08,  6.789328130854863E+07,
2454024.500000000, A.D. 2006-Oct-16 00:00:00.0000, -2.108913135787256E+08,  7.136338183010149E+08,  6.905800653767616E+07,
2454029.500000000, A.D. 2006-Oct-21 00:00:00.0000, -2.135405485709704E+08,  7.104967346182662E+08,  7.021862493160918E+07,
2454034.500000000, A.D. 2006-Oct-26 00:00:00.0000, -2.161769687341122E+08,  7.073170812693241E+08,  7.137503150584948E+07,
2454039.500000000, A.D. 2006-Oct-31 00:00:00.0000, -2.188003025554123E+08,  7.040946783401124E+08,  7.252711946244669E+07,
2454044.500000000, A.D. 2006-Nov-05 00:00:00.0000, -2.214102737862984E+08,  7.008293429624290E+08,  7.367478013610673E+07,
2454049.500000000, A.D. 2006-Nov-10 00:00:00.0000, -2.240066013040137E+08,  6.975208892729992E+08,  7.481790293850410E+07,
2454054.500000000, A.D. 2006-Nov-15 00:00:00.0000, -2.265889989686782E+08,  6.941691283719113E+08,  7.595637530072373E+07,
2454059.500000000, A.D. 2006-Nov-20 00:00:00.0000, -2.291571754755636E+08,  6.907738682804720E+08,  7.709008261376104E+07,
2454064.500000000, A.D. 2006-Nov-25 00:00:00.0000, -2.317108342023426E+08,  6.873349138984997E+08,  7.821890816698906E+07,
2454069.500000000, A.D. 2006-Nov-30 00:00:00.0000, -2.342496730510753E+08,  6.838520669609892E+08,  7.934273308450517E+07,
2454074.500000000, A.D. 2006-Dec-05 00:00:00.0000, -2.367733842847445E+08,  6.803251259941230E+08,  8.046143625926119E+07,
2454079.500000000, A.D. 2006-Dec-10 00:00:00.0000, -2.392816543581499E+08,  6.767538862706831E+08,  8.157489428489301E+07,
2454084.500000000, A.D. 2006-Dec-15 00:00:00.0000, -2.417741637429117E+08,  6.731381397649223E+08,  8.268298138514996E+07,
2454089.500000000, A.D. 2006-Dec-20 00:00:00.0000, -2.442505867463088E+08,  6.694776751069150E+08,  8.378556934082207E+07,
2454094.500000000, A.D. 2006-Dec-25 00:00:00.0000, -2.467105913236668E+08,  6.657722775364053E+08,  8.488252741404840E+07,
2454099.500000000, A.D. 2006-Dec-30 00:00:00.0000, -2.491538388840098E+08,  6.620217288561594E+08,  8.597372226989362E+07,
2454104.500000000, A.D. 2007-Jan-04 00:00:00.0000, -2.515799840886743E+08,  6.582258073848423E+08,  8.705901789506596E+07,
2454109.500000000, A.D. 2007-Jan-09 00:00:00.0000, -2.539886746425768E+08,  6.543842879094387E+08,  8.813827551364782E+07,
2454114.500000000, A.D. 2007-Jan-14 00:00:00.0000, -2.563795510778065E+08,  6.504969416372482E+08,  8.921135349970168E+07,
2454119.500000000, A.D. 2007-Jan-19 00:00:00.0000, -2.587522465292063E+08,  6.465635361474798E+08,  9.027810728660849E+07,
2454124.500000000, A.D. 2007-Jan-24 00:00:00.0000, -2.611063865015861E+08,  6.425838353424889E+08,  9.133838927298656E+07,
2454129.500000000, A.D. 2007-Jan-29 00:00:00.0000, -2.634415886281997E+08,  6.385575993986930E+08,  9.239204872503304E+07,
2454134.500000000, A.D. 2007-Feb-03 00:00:00.0000, -2.657574624201051E+08,  6.344845847172240E+08,  9.343893167512348E+07,
2454139.500000000, A.D. 2007-Feb-08 00:00:00.0000, -2.680536090060143E+08,  6.303645438743855E+08,  9.447888081649911E+07,
2454144.500000000, A.D. 2007-Feb-13 00:00:00.0000, -2.703296208622277E+08,  6.261972255720229E+08,  9.551173539386708E+07,
2454149.500000000, A.D. 2007-Feb-18 00:00:00.0000, -2.725850815321868E+08,  6.219823745879492E+08,  9.653733108972955E+07,
2454154.500000000, A.D. 2007-Feb-23 00:00:00.0000, -2.748195653351085E+08,  6.177197317265123E+08,  9.755549990623668E+07,
2454159.500000000, A.D. 2007-Feb-28 00:00:00.0000, -2.770326370631700E+08,  6.134090337693313E+08,  9.856607004234067E+07,
2454164.500000000, A.D. 2007-Mar-05 00:00:00.0000, -2.792238516667570E+08,  6.090500134262998E+08,  9.956886576603115E+07,
2454169.500000000, A.D. 2007-Mar-10 00:00:00.0000, -2.813927539272536E+08,  6.046423992870466E+08,  1.005637072814308E+08,
2454174.500000000, A.D. 2007-Mar-15 00:00:00.0000, -2.835388781167583E+08,  6.001859157730542E+08,  1.015504105905138E+08,
2454179.500000000, A.D. 2007-Mar-20 00:00:00.0000, -2.856617476440623E+08,  5.956802830906024E+08,  1.025287873491799E+08,
2454184.500000000, A.D. 2007-Mar-25 00:00:00.0000, -2.877608746861870E+08,  5.911252171847053E+08,  1.034986447174097E+08,
2454189.500000000, A.D. 2007-Mar-30 00:00:00.0000, -2.898357598047468E+08,  5.865204296942151E+08,  1.044597852031987E+08,
2454194.500000000, A.D. 2007-Apr-04 00:00:00.0000, -2.918858915463584E+08,  5.818656279082772E+08,  1.054120064999558E+08,
2454199.500000000, A.D. 2007-Apr-09 00:00:00.0000, -2.939107460262791E+08,  5.771605147243309E+08,  1.063551013170245E+08,
2454204.500000000, A.D. 2007-Apr-14 00:00:00.0000, -2.959097864944162E+08,  5.724047886078602E+08,  1.072888572029686E+08,
2454209.500000000, A.D. 2007-Apr-19 00:00:00.0000, -2.978824628828131E+08,  5.675981435541179E+08,  1.082130563612417E+08,
2454214.500000000, A.D. 2007-Apr-24 00:00:00.0000, -2.998282113336872E+08,  5.627402690520730E+08,  1.091274754578383E+08,
2454219.500000000, A.D. 2007-Apr-29 00:00:00.0000, -3.017464537070487E+08,  5.578308500508678E+08,  1.100318854205086E+08,
2454224.500000000, A.D. 2007-May-04 00:00:00.0000, -3.036365970668995E+08,  5.528695669291277E+08,  1.109260512291021E+08,
2454229.500000000, A.D. 2007-May-09 00:00:00.0000, -3.054980331449591E+08,  5.478560954675256E+08,  1.118097316965851E+08,
2454234.500000000, A.D. 2007-May-14 00:00:00.0000, -3.073301377807955E+08,  5.427901068251076E+08,  1.126826792402647E+08,
2454239.500000000, A.D. 2007-May-19 00:00:00.0000, -3.091322703371063E+08,  5.376712675199382E+08,  1.135446396427157E+08,
2454244.500000000, A.D. 2007-May-24 00:00:00.0000, -3.109037730887393E+08,  5.324992394145793E+08,  1.143953518018460E+08,
2454249.500000000, A.D. 2007-May-29 00:00:00.0000, -3.126439705840175E+08,  5.272736797068713E+08,  1.152345474694945E+08,
2454254.500000000, A.D. 2007-Jun-03 00:00:00.0000, -3.143521689769484E+08,  5.219942409266157E+08,  1.160619509779414E+08,
2454259.500000000, A.D. 2007-Jun-08 00:00:00.0000, -3.160276553287796E+08,  5.166605709389249E+08,  1.168772789536906E+08,
2454264.500000000, A.D. 2007-Jun-13 00:00:00.0000, -3.176696968772073E+08,  5.112723129550270E+08,  1.176802400178237E+08,
2454269.500000000, A.D. 2007-Jun-18 00:00:00.0000, -3.192775402714199E+08,  5.058291055513499E+08,  1.184705344721758E+08,
2454274.500000000, A.D. 2007-Jun-23 00:00:00.0000, -3.208504107710684E+08,  5.003305826977692E+08,  1.192478539705250E+08,
2454279.500000000, A.D. 2007-Jun-28 00:00:00.0000, -3.223875114071417E+08,  4.947763737959908E+08,  1.200118811739494E+08,
2454284.500000000, A.D. 2007-Jul-03 00:00:00.0000, -3.238880221026106E+08,  4.891661037291468E+08,  1.207622893894412E+08,
2454289.500000000, A.D. 2007-Jul-08 00:00:00.0000, -3.253510987505662E+08,  4.834993929237901E+08,  1.214987421908203E+08,
2454294.500000000, A.D. 2007-Jul-13 00:00:00.0000, -3.267758722474362E+08,  4.777758574256000E+08,  1.222208930209206E+08,
2454299.500000000, A.D. 2007-Jul-18 00:00:00.0000, -3.281614474787066E+08,  4.719951089902407E+08,  1.229283847739606E+08,
2454304.500000000, A.D. 2007-Jul-23 00:00:00.0000, -3.295069022544102E+08,  4.661567551909581E+08,  1.236208493569322E+08,
2454309.500000000, A.D. 2007-Jul-28 00:00:00.0000, -3.308112861914632E+08,  4.602603995446563E+08,  1.242979072287713E+08,
2454314.500000000, A.D. 2007-Aug-02 00:00:00.0000, -3.320736195397673E+08,  4.543056416583693E+08,  1.249591669159855E+08,
2454319.500000000, A.D. 2007-Aug-07 00:00:00.0000, -3.332928919488117E+08,  4.482920773982663E+08,  1.256042245033431E+08,
2454324.500000000, A.D. 2007-Aug-12 00:00:00.0000, -3.344680611713156E+08,  4.422192990836183E+08,  1.262326630981539E+08,
2454329.500000000, A.D. 2007-Aug-17 00:00:00.0000, -3.355980517001175E+08,  4.360868957084095E+08,  1.268440522665530E+08,
2454334.500000000, A.D. 2007-Aug-22 00:00:00.0000, -3.366817533341583E+08,  4.298944531933934E+08,  1.274379474400398E+08,
2454339.500000000, A.D. 2007-Aug-27 00:00:00.0000, -3.377180196692641E+08,  4.236415546715767E+08,  1.280138892903964E+08,
2454344.500000000, A.D. 2007-Sep-01 00:00:00.0000, -3.387056665093044E+08,  4.173277808105913E+08,  1.285714030710542E+08,
2454349.500000000, A.D. 2007-Sep-06 00:00:00.0000, -3.396434701929532E+08,  4.109527101758939E+08,  1.291099979228621E+08,
2454354.500000000, A.D. 2007-Sep-11 00:00:00.0000, -3.405301658308756E+08,  4.045159196391160E+08,  1.296291661420480E+08,
2454359.500000000, A.D. 2007-Sep-16 00:00:00.0000, -3.413644454477937E+08,  3.980169848362890E+08,  1.301283824079960E+08,
2454364.500000000, A.D. 2007-Sep-21 00:00:00.0000, -3.421449560235288E+08,  3.914554806811432E+08,  1.306071029682910E+08,
2454369.500000000, A.D. 2007-Sep-26 00:00:00.0000, -3.428702974267398E+08,  3.848309819392402E+08,  1.310647647783175E+08,
2454374.500000000, A.D. 2007-Oct-01 00:00:00.0000, -3.435390202346687E+08,  3.781430638693298E+08,  1.315007845925069E+08,
2454379.500000000, A.D. 2007-Oct-06 00:00:00.0000, -3.441496234317634E+08,  3.713913029390139E+08,  1.319145580041404E+08,
2454384.500000000, A.D. 2007-Oct-11 00:00:00.0000, -3.447005519795790E+08,  3.645752776225869E+08,  1.323054584303947E+08,
2454389.500000000, A.D. 2007-Oct-16 00:00:00.0000, -3.451901942498586E+08,  3.576945692897798E+08,  1.326728360390993E+08,
2454394.500000000, A.D. 2007-Oct-21 00:00:00.0000, -3.456168793121651E+08,  3.507487631951028E+08,  1.330160166134266E+08,
2454399.500000000, A.D. 2007-Oct-26 00:00:00.0000, -3.459788740668874E+08,  3.437374495785526E+08,  1.333343003504883E+08,
2454404.500000000, A.D. 2007-Oct-31 00:00:00.0000, -3.462743802138806E+08,  3.366602248896554E+08,  1.336269605895413E+08,
2454409.500000000, A.D. 2007-Nov-05 00:00:00.0000, -3.465015310464605E+08,  3.295166931482102E+08,  1.338932424652596E+08,
2454414.500000000, A.D. 2007-Nov-10 00:00:00.0000, -3.466583880598702E+08,  3.223064674567620E+08,  1.341323614812818E+08,
2454419.500000000, A.D. 2007-Nov-15 00:00:00.0000, -3.467429373624563E+08,  3.150291716815970E+08,  1.343435019988957E+08,
2454424.500000000, A.D. 2007-Nov-20 00:00:00.0000, -3.467530858768781E+08,  3.076844423207315E+08,  1.345258156352565E+08,
2454429.500000000, A.D. 2007-Nov-25 00:00:00.0000, -3.466866573181024E+08,  3.002719305793246E+08,  1.346784195651684E+08,
2454434.500000000, A.D. 2007-Nov-30 00:00:00.0000, -3.465413879344354E+08,  2.927913046755213E+08,  1.348003947202072E+08,
2454439.500000000, A.D. 2007-Dec-05 00:00:00.0000, -3.463149219970328E+08,  2.852422524025930E+08,  1.348907838786068E+08,
2454444.500000000, A.D. 2007-Dec-10 00:00:00.0000, -3.460048070224450E+08,  2.776244839762161E+08,  1.349485896388831E+08,
2454449.500000000, A.D. 2007-Dec-15 00:00:00.0000, -3.456084887120311E+08,  2.699377351990091E+08,  1.349727722697368E+08,
2454454.500000000, A.D. 2007-Dec-20 00:00:00.0000, -3.451233055914862E+08,  2.621817709782248E+08,  1.349622474284101E+08,
2454459.500000000, A.D. 2007-Dec-25 00:00:00.0000, -3.445464833332540E+08,  2.543563892368329E+08,  1.349158837393677E+08,
2454464.500000000, A.D. 2007-Dec-30 00:00:00.0000, -3.438751287441773E+08,  2.464614252631918E+08,  1.348325002249158E+08,
2454469.500000000, A.D. 2008-Jan-04 00:00:00.0000, -3.431062234004058E+08,  2.384967565501329E+08,  1.347108635791483E+08,
2454474.500000000, A.D. 2008-Jan-09 00:00:00.0000, -3.422366169113593E+08,  2.304623081805921E+08,  1.345496852764072E+08,
2454479.500000000, A.D. 2008-Jan-14 00:00:00.0000, -3.412630197945157E+08,  2.223580588240021E+08,  1.343476185052879E+08,
2454484.500000000, A.D. 2008-Jan-19 00:00:00.0000, -3.401819959430562E+08,  2.141840474155758E+08,  1.341032549191421E+08,
2454489.500000000, A.D. 2008-Jan-24 00:00:00.0000, -3.389899546690847E+08,  2.059403805994914E+08,  1.338151211940729E+08,
2454494.500000000, A.D. 2008-Jan-29 00:00:00.0000, -3.376831423064007E+08,  1.976272410269695E+08,  1.334816753856671E+08,
